Bāmyān|Bamyan,BIN,Bamian,Bamion|34.82156|67.82734|AF|Bamyan
Balkh|Bactra,Bactresh,Bakhtar,Balch|36.75635|66.8972|AF|Balkh
Bahārak|Baharak,Bagorak,Baharestan,Baharistan|37.00254|70.90664|AF|Badakhshan
Baghlān|Baghlan,Baghlan - bghlan,Baghlan-e Jadid,Baghlin|36.13068|68.70829|AF|Baghlan
Ārt Khwājah|Art Khwajah,Art Khvajeh (1),At Khvajeh,At Khwaja|37.08571|69.47958|AF|Takhar
Āsmār|Asmar,Asma,Asmor,asamara|35.03333|71.35809|AF|Kunar
Asadābād|Asadabad,Asadabada,Asadabadas,Asadobod|34.87311|71.14697|AF|Kunar
Andkhoy|Andkho'y,Andkhoi,Andkhoj,Andkhui|36.95293|65.12376|AF|Faryab
Bāzārak|Bazarak,bajaraka,bazaraka,bazaraki|35.31292|69.51519|AF|Panjshir
Markaz-e Woluswalī-ye Āchīn|Markaz-e Woluswali-ye Achin,Achin,Achin-Ulusvali,Acin Oluswali|34.12583|70.70778|AF|Nangarhar
Saint John’s|Saint John's,Saint John,San Gioan,San Xuan|17.12096|-61.84329|AG|Saint John Parish
The Valley|De Balei,El Valle,La-Valo,Vali|18.21704|-63.05783|AI|The Valley
Sarandë|Sarande,Agioi,Agioi Saranta,Ayii Saranda|39.87534|20.00477|AL|Vlore County
Pogradec|Opshtina Pogradec,Podgradec,Pogradeci,Pogradecis|40.9025|20.6525|AL|Korce County
Librazhd|Labrazhd,Libohov,Libohovo,Libokhovon|41.17944|20.315|AL|Elbasan County
Kukës|Kukes,Cucus,KFZ,Kukesi|42.07694|20.42194|AL|Kukes County
Korçë|Korce,Corce,Coritsa,Coritza|40.61861|20.78083|AL|Korce County
Gjirokastër|Gjirokaster,Agirocastro,Arghirocastru,Arghyrocastro|40.07583|20.13889|AL|Gjirokaster County
Elbasan|Ehl'basan,Ehlbasan,Elbasani,Elbassan|41.11138|20.08224|AL|Elbasan County
Bulqizë|Bulqize,Bul'kiza,Bulchica,Bulcica|41.49167|20.22194|AL|Diber County
Vlorë|Vlore,Au'lon,Avlon,Avlona|40.4696|19.48379|AL|Vlore County
Tirana|TIA,Terana,Theranda,Tiorana|41.32744|19.81866|AL|Tirana
Shkodër|Shkoder,Iskodra,Scutari,Shkodra|42.06828|19.51258|AL|Shkoder County
Rrashbull|Rashbulle,Rezbul,Rrashbulle,Rrashbulli|41.32278|19.51028|AL|Durres County
Peqin|Pecin,Pekin,Pekini,Pekinis|41.04611|19.75111|AL|Elbasan County
Patos Fshat|Patosi Fshat|40.64278|19.65083|AL|Fier County
Patos|Pahtosa,Pahtosi,Patosi,Patosis|40.68333|19.61944|AL|Fier County
Lushnjë|Lushnje,Liusne,Ljushna Cod a Gomares,Ljushnja|40.94194|19.705|AL|Fier County
Lezhë|Lezhe,Alessio,Les,Lesh|41.78361|19.64361|AL|Lezhe County
Kuçovë|Kucove,Kuchova,Kucova,Petrolia|40.80028|19.91667|AL|Berat County
Krujë|Kruje,Akcehisar,Croia,Cruja|41.50917|19.79278|AL|Durres County
Kavajë|Kavaje,Cavaia,Cavaja,Kavaia|41.18556|19.55694|AL|Tirana
Fushë-Krujë|Fushe-Kruje,Fus e Krujs,Fush' e Krujes,Fush-Kruja|41.47833|19.71778|AL|Durres County
Fier-Çifçi|Fier-Cifci|40.71667|19.56667|AL|Fier County
Fier|Fearica,Fieri,Fieris,Fijer|40.7251|19.55823|AL|Fier County
Durrës|Durres,DUH,Drac,Drach|41.32355|19.45469|AL|Durres County
Berat|Belgrad,Beligrad,Berati,Beration|40.70583|19.95222|AL|Berat County
Kapan|Ghap'an,Ghapan,Kafan,Kafin|39.20762|46.40678|AM|Syunik
Goris|Geryusy|39.51111|46.34168|AM|Syunik
Artashat|Armenian Carthage,Artachat,Artasat,Artasata|39.95484|44.54874|AM|Ararat
Ararat|Araratas,Ararato,Davalinskiy Tsemzavod,alalateu|39.85494|44.6947|AM|Ararat
Yerevan|Ayrivan,Ayrivan  Erivan  Erevan  Ereun  Erivan  Iravan  Irvan  Revan  Rivan,Djerevan,EVN|40.17765|44.5126|AM|Yerevan
Vagharshapat|Artemed,Artemed  Artemid  Artimed,Avan Vardgesi,Echmiadzin|40.16557|44.29462|AM|Armavir
Sevan|Elenovka,Sevanas,Sewan,Ssewan|40.548|44.95314|AM|Gegharkunik
Masis|Hrazdan,Narimanlu,Razdan,Takhanshalu|40.06595|44.43669|AM|Ararat
Vanadzor|Gharak'ilisa,Karakhs,Karakilis,Karaklis|40.8074|44.49704|AM|Lori
Gavar|Gawar,Kamo,Kyavar,Nor Bayazet  Novo Bayazet|40.35398|45.12386|AM|Gegharkunik
Ijevan|Icevan,Iczewan,Idjevan,Idschewan|40.88037|45.14776|AM|Tavush
Hrazdan|Akhta,Akhtala,Akhti,Asagi Axta|40.5169|44.75591|AM|Kotayk
Armavir|Armaviras,Armaviro,Armawir,Hoktemberyan|40.15553|44.0388|AM|Armavir
Gyumri|Alek'pol,Alek'sandrapol,Alek'sandrobol,Aleksandrapol'|40.79305|43.84635|AM|Shirak
Dilijan|Delijan,Delishan,Delizan,Delizhan|40.74037|44.86344|AM|Tavush
Davtashen|Davidashen,Davitashen,Davt'ashen,Davtashen varch'akan shrjan|40.21642|44.48088|AM|Yerevan
Charentsavan|Carencavan,Carencavanas,Carencawan,Carentsavan|40.40289|44.64447|AM|Kotayk
Avan|Avan varch'akan shrjan|40.21436|44.57846|AM|Yerevan
Ashtarak|Achtarak,Aschtarak,Ashharak,Ashtarakats' Gyugh|40.2976|44.36152|AM|Aragatsotn
Artik|Ardik,Bol'shoj Artik,Mec Artik,Mets Artik|40.61918|43.97207|AM|Shirak
Abovyan|Abovean,Abovian,Abovianas,Abovjan|40.2717|44.63342|AM|Kotayk
Erebuni|Ehrebuni,Erebouni,Erebuni varch'akan shrjan,Erebuno|40.13309|44.53009|AM|Yerevan
Nor Nork|Nor Nork',Nor Nork' varch'akan shrjan,Nor Norq,Nor Norq varchakan shrjan|40.19661|44.5669|AM|Yerevan
Ajapnyak|Ajap'nyak,Ajapnyak varch'akan shrjan|40.19917|44.47056|AM|Yerevan
Kanaker-Zeytun|K'anak'err-Zeyt'un varch'akan shrjan,Qanaqer-Zeytun varchakan shrjan|40.22|44.53833|AM|Yerevan
Malatia-Sebastia|Banglades,Bangladesh,Malat'ia-Sebastia,Malat'ia-Sebastia varch'akan shrjan|40.17396|44.4457|AM|Yerevan
Kentron|Kedron,Kentron District,Kentron varch'akan shrjan,Kentrono|40.17806|44.51303|AM|Yerevan
Shengavit|Shengavit',Shengavit' varch'akan shrjan|40.1557|44.4779|AM|Yerevan
Arabkir||40.20624|44.50365|AM|Yerevan
Saurimo|Henrique de Carvalho,Saurimu,VHC,Vila Henrique de Carvalho|-9.66078|20.39155|AO|Lunda Sul
Lucapa|LBZ,Lukapa|-8.41915|20.74466|AO|Luanda Norte
Dundo|DUE,Dundu,doundo,dudo|-7.36643|20.81557|AO|Luanda Norte
Chitato|Chilalo,PGI|-7.3|20.73333|AO|Luanda Norte
Cassanguidi|Cassanguide,Cassinguidi|-7.48367|21.30339|AO|Luanda Norte
Lumbala|GGC,Gago Coutinho,Gago Kotinyu,Lumbala Nguimbo|-14.10165|21.43531|AO|Moxico
Luau|Luao,Teixeira de Sousa,Teixera de Sousa,Texeira-de Susa|-10.70727|22.22466|AO|Moxico
Cazombo|CAV,Kazombo,Kazombu|-11.89914|22.90216|AO|Moxico
Nzagi|Zage|-8.38549|15.30126|AO|Cuanza Norte
Viana||-8.90553|13.37499|AO|Luanda
Uíge|Uige,Carmona,UGO,Uije|-7.60874|15.06131|AO|Uige
Úcua|Ucua,Castendo|-8.65157|14.15653|AO|Bengo
Tombôco|Tomboco,Bembe|-6.80517|13.33017|AO|Zaire
Soyo|SZA,Saint Antonio do Zaire,San Antonio,Santo Antoni|-6.1349|12.36894|AO|Zaire
Songo||-7.35207|14.84629|AO|Uige
Sanza Pombo|Sanza|-7.31473|16.0024|AO|Uige
Piri||-8.53412|14.43555|AO|Bengo
Pango Aluquém|Pango Aluquem|-8.71311|14.46292|AO|Bengo
N'zeto|ARZ,Ambrisette,Ambrizete,Ambrizette|-7.228|12.86956|AO|Zaire
Negage|Dimuca,N'gage,N'gaje|-7.75938|15.2722|AO|Uige
N'dalatando|Dalatando,NDF,Ndalatanda,Ndalatando|-9.29782|14.91162|AO|Cuanza Norte
Muxaluando|General Freire,Muchalnau,Muchaluando,Muchaluau|-8.12307|14.28838|AO|Bengo
Mussende|Munende|-10.5143|16.0199|AO|Kwanza Sul
Mbanza Kongo|M'banza Kongo,Mbanza Congo,Mbanza-Kongo,SSY|-6.26667|14.23833|AO|Zaire
Maquela do Zombo|Maguela do Zombo,Makello do Zombo,Maquela|-6.05716|15.10971|AO|Uige
Malanje|MEG,Malandje,Malane,Malange|-9.54015|16.34096|AO|Malanje
Maianga||-8.84693|13.23698|AO|Luanda
Mabubas||-8.52432|13.68622|AO|Bengo
Lucala||-9.27268|15.25206|AO|Cuanza Norte
Lubalo|Lobalu|-9.15445|19.28136|AO|Luanda Norte
Luanda|LAD,Loanda,Louanda,Louanta|-8.83682|13.23432|AO|Luanda
Kunda dya Baze|Cunda Ria-Baza,Cunda Rio-Baza,Cunda dia Baze,Kunda-dia-Baze|-8.90769|17.05339|AO|Malanje
Benfica|Bemfica,Cabolombo,Gomes e Irmao|-8.94432|13.16431|AO|Luanda
Gombe|Gombe Dua|-8.12439|14.29081|AO|Bengo
Golungo Alto|Galungo Alto,Golungu Al'tu|-9.13333|14.76667|AO|Cuanza Norte
Dondo||-9.68456|14.42788|AO|Cuanza Norte
Dondo||-9.05|15.31667|AO|Cuanza Norte
Cuímba|Cuimba,Banza Cuimba,Cuimbo,Kuimba|-6.12085|14.62086|AO|Zaire
Cuilo||-8.23619|19.52566|AO|Luanda Norte
Cuango-Luzamba|Cuango,LZM,Luzamba|-9.14583|18.04453|AO|Luanda Norte
Cazombo|Cazemba,Kazombo|-8.73204|15.37124|AO|Cuanza Norte
Caxito|Kashito,Kaxito,kaikasito,kaiksito|-8.57848|13.66425|AO|Bengo
Cangandala|Cagandala,Kangandala|-9.78333|16.43333|AO|Malanje
Canacassala||-8.16263|14.11663|AO|Bengo
Camabatela|Ambaca,Kamabatela|-8.18812|15.37495|AO|Cuanza Norte
Calumbo|Catumbo,Columbo,Kalumbo|-9.14692|13.41936|AO|Bengo
Cage Mazumbo|Cage,Caje|-8.29968|14.34494|AO|Bengo
Cacuso|Cacoso,Kakuso,Kakuzu|-9.42102|15.74668|AO|Malanje
Cacuaco|Bengo,Kakuako|-8.7798|13.37478|AO|Luanda
Cabinda|CAB,Kabenda,Kabinda,kabida|-5.56198|12.19476|AO|Cabinda
Bula Atumba||-8.67417|14.797|AO|Bengo
Buco Zau|Bucco-Lau|-4.76667|12.55|AO|Cabinda
Belize||-4.65|12.76667|AO|Cabinda
Barra do Dande|Dande|-8.47175|13.37011|AO|Bengo
Bailundo|Bajlundu,Vunda|-9.57499|15.99442|AO|Malanje
Gama||-8.5675|13.47639|AO|Bengo
Cazenga|Kazenga|-8.83796|13.28399|AO|Luanda
Golfe||-8.86639|13.26173|AO|Luanda
Camama||-8.93611|13.26518|AO|Luanda
Talatona||-8.91783|13.18562|AO|Luanda
Xangongo|Chingongo,Forte Rocadas,Ksangongo,Rocadas|-16.7444|14.97494|AO|Cunene
Alto Hama|Alto-Uama,Wama|-12.23333|15.55|AO|Huambo
Virei||-15.727|12.94961|AO|Namibe
Ucuma|Cuma,Ukuma|-12.96121|15.05958|AO|Huambo
Ucu Seles|Seles,Uco,Uku,Vila Nova de Seles|-11.41237|14.30663|AO|Kwanza Sul
Tômbua|Tombua,Port Alexander,Porto Alexandre,Tombwa|-15.80394|11.84485|AO|Namibe
Sumbe|Angungescapolo,NDD,Ngunza,Nova Redonda|-11.20605|13.84371|AO|Kwanza Sul
Quipungo||-14.81909|14.53504|AO|Huila
Quibala|Kibala|-10.73366|14.97995|AO|Kwanza Sul
Porto Amboim|Amboim,Ambonim,Ambouim,Benguela Velha|-10.73251|13.76844|AO|Kwanza Sul
Ondjiva|N'Giva,N'Jiva,Ondyiva,Ondzhiva|-17.06667|15.73333|AO|Cunene
Nharêa|Nharea,N'Harreia,Nhareia|-11.47512|16.96496|AO|Bie
Mossamedes|MSZ,Mocamedes,Mosamedes,Namibe|-15.19611|12.15222|AO|Namibe
Mungo||-11.83268|16.23613|AO|Huambo
Menongue|Menonge,Menongve,SPP,Serpa Pinto|-14.6585|17.69099|AO|Cubango
Matala|Aldeia da Matala|-14.73272|15.03479|AO|Huila
Luquembo||-10.73912|17.71766|AO|Malanje
Luena|LUO,Luehna,Luene,Luso|-11.78333|19.91667|AO|Moxico
Lubango|Lubangas,SDD,Sa da Bandeira,lu ban ge|-14.91717|13.4925|AO|Huila
Longonjo|Congonjo,Logonzhu|-12.90795|15.24845|AO|Huambo
Londuimbali|Luimbale,Vila Massano de Amorim|-12.23712|15.31697|AO|Huambo
Lobito|LLT,Labitu,Llobin,Lobita|-12.3644|13.53601|AO|Benguela
Cuíto|Cuito,Bie,Bihe,Kuito|-12.38333|16.93333|AO|Bie
Catchiungo|Bela Vista,Cachiungo,Katchiungo,Vila-Nova|-12.56598|16.22589|AO|Huambo
Humbe|Humbe Mutano,Mutano|-16.6864|14.90317|AO|Cunene
Huambo|Huambas,Huamdo,Khuambo,NOV|-12.77611|15.73917|AO|Huambo
Ganda|Genda,Kakenda,Mariano Machado,Vila Mariano Machado|-13.01592|14.63502|AO|Benguela
Gabela|Amboim,Cabela|-10.85147|14.37993|AO|Kwanza Sul
Ecunna|Ecunha,Ekunha,Vila Flor|-12.67889|15.50556|AO|Huambo
Dombe Grande|Dombe|-12.95167|13.1025|AO|Benguela
Cuemba|Coemba,Koemba,Neves Ferreira|-12.15|18.08333|AO|Bie
Cubal do Lumbo|Fazenda Maria Judite|-12.31261|14.1265|AO|Benguela
Cubal|Cubal da Ganda,Hanha,Kubal,Vila do Cubal|-13.03865|14.2455|AO|Benguela
Conda|Konda|-11.10862|14.33621|AO|Kwanza Sul
Chitembo||-13.55|16.63333|AO|Bie
Chinguar|Chingwari,Xinguar|-12.55708|16.33805|AO|Bie
Chindumbo||-11.95|14.46667|AO|Benguela
Cela|CEO,Cela-Cungo,Kela|-11.42173|15.12345|AO|Kwanza Sul
Catumbela|Asseiceira,CBT,Catumbella,Katumbela|-12.43002|13.54677|AO|Benguela
Catabola|Katabola|-12.15|17.28333|AO|Bie
Capunda||-11.13333|14.46667|AO|Kwanza Sul
Camucuio|Camacuio|-14.11382|13.24061|AO|Namibe
Cambundi Catembo|Gaia,Nova Gaia,Vila-Nova-de-Gaia|-10.07531|17.55058|AO|Malanje
Camacupa|General Machado,General Machado Villa,General Mathado,Kamakupa|-12.01667|17.48333|AO|Bie
Caluquembe||-13.86667|14.43333|AO|Huila
Calulo|Kalulo,Santo Antonio de Callulo|-10.00055|14.89519|AO|Kwanza Sul
Cahama|Kaama,Kahama|-16.28556|14.30962|AO|Cunene
Caála|Caala,Cahala,Kaala,Kaale|-12.8525|15.56056|AO|Huambo
Bocoio|Bokoio,Sousa Lara,Sousa de Lara,Vila Sousa Lara|-12.47017|14.13688|AO|Benguela
Benguela|BUG,Bengela,Benguella,Sao Felipe de Benguela|-12.57674|13.40268|AO|Benguela
Balombo|Norton de Matos,Vila Norton de Matos|-12.35426|14.77232|AO|Benguela
Baía Farta|Baia Farta,Bahia Farta,Farta|-12.60417|13.19667|AO|Benguela
Andulo|ANL,Andulu,Caunde,Vila Macedo de Cavaleiros|-11.48676|16.69663|AO|Bie
Cambundi||-7.46856|17.03769|AO|Malanje
Kikolo|Quicolo|-8.7815|13.33384|AO|Luanda
Cafunfo|CFF,Kafounfo,kafunfo,kafwnfw  angwla|-8.7672|17.99572|AO|Luanda Norte
Santa Clara||-10.19156|15.43408|AO|Kwanza Sul
Quissecula||-11.39223|15.09201|AO|Kwanza Sul
Cambundi||-10.89481|17.76402|AO|Malanje
Mulenvos||-8.86695|13.3344|AO|Luanda
Kilamba|Kilamba Kiaxi|-8.84861|13.275|AO|Luanda
Ingombota|ingonbota|-8.81806|13.22889|AO|Luanda
Nova Vida||-8.90552|13.22213|AO|Luanda
Zango||-9.01212|13.38437|AO|Luanda
Vila Flor||-8.98007|13.30781|AO|Luanda
Rangel|rangeru|-8.82644|13.26285|AO|Luanda
Samba|Szamba,sanba|-8.88001|13.19617|AO|Luanda
Sambizanga|Sambizanha,sanbizanga|-8.78883|13.27506|AO|Luanda
Navegantes|Administracao Municipal dos Navegantes|-12.58997|13.39123|AO|Benguela
Kima Kieza|Quima Quieza|-8.83411|13.29517|AO|Luanda
Panguíla|Panguila|-8.69335|13.44914|AO|Bengo
Ramiros||-9.06259|13.0456|AO|Luanda
Hoji ya Henda||-8.80523|13.2897|AO|Luanda
Zárate|Zarate,General J.F. Uriburu,General Jose F. Uriburu,General Uriburu|-34.09584|-59.02423|AR|Buenos Aires
Colonia Wanda|Wanda|-25.97337|-54.56304|AR|Misiones
Villa Ortúzar|Villa Ortuzar|-34.57973|-58.46829|AR|Buenos Aires F.D.
Villa Ocampo|Ocampo|-28.48726|-59.35421|AR|Santa Fe
Villa Lugano|Vilja Luganas|-34.67907|-58.47263|AR|Buenos Aires F.D.
Villaguay|Vil'jaguaj,bhilaguye,bijaguai,fylajway|-31.86767|-59.02701|AR|Entre Rios
Villa Gesell|VLG,Vil'ja-Khesel'|-37.26394|-56.97304|AR|Buenos Aires
